=========================================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parameter Value(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey: EBS_SLOPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year: 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Name: Pacific sleeper shark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=========================================================================,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survey,Year,Cruise Join ID,Haul Join ID,Catch Join ID,Cruise Number,Vessel Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satisfactory Gear Performance,Gear Performance Note,Gear Depth,Bottom Depth,Species Code,Common Name,Scientific Name,Length (mm),Frequency,Sex,Sample Type,Length Type,akfin_load_date
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1390,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1490,2,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1520,2,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1630,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2150,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1690,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1700,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1680,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129907,1132010,200202,57,108,58.54794,-174.8015,58.53705,-174.76489,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,792,799,320,Pacific sleeper shark,Somniosus pacificus,1770,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129987,1134762,200202,57,34,54.27725,-166.6114,54.28325,-166.57719,15,,,,EBS slope subarea 1 depth stratum 5 1000-1200 meters,,,,,5.3,Y,Weather affected trawl performance,1067,1072,320,Pacific sleeper shark,Somniosus pacificus,820,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129921,1131382,200202,57,123,54.37929,-166.5081,54.37751,-166.54539,13,,,,EBS slope subarea 1 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,606,612,320,Pacific sleeper shark,Somniosus pacificus,1020,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1100,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1100,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1350,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1370,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1550,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1550,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2050,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,2370,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1830,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1900,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1920,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1640,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1660,2,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1210,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,EBS slope subarea 4 depth stratum 3 600-800 meters,,,,,0,Y,Good performance,705,712,320,Pacific sleeper shark,Somniosus pacificus,1800,1,Male,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129897,1132485,200202,57,97,56.66528,-173.26759,56.65444,-173.2319,33,,,,EBS slope subarea 3 depth stratum 3 600-800 meters,,,,,5.1,Y,Net came off bottom,766,772,320,Pacific sleeper shark,Somniosus pacificus,800,1,Female,1,1,3-Oct-16
EBS_SLOPE,2002,1129895,1129897,1132485,200202,57,97,56.66528,-173.26759,56.65444,-173.2319,33,,,,EBS slope subarea 3 depth stratum 3 600-800 meters,,,,,5.1,Y,Net came off bottom,766,772,320,Pacific sleeper shark,Somniosus pacificus,1280,1,Male,1,1,3-Oct-16
