=========================================================================
Parameter Value(s)
-------------------------------------------------------------------------
"Survey: AI,EBS_SHELF,EBS_SLOPE,GOA,NBS"
"Year: 2021,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1980"
"Species Code: 320"
=========================================================================
"Survey","Year","Cruise Join ID","Haul Join ID","Catch Join ID","Cruise Number","Vessel Number","Haul Number","Starting Latitude (dd)","Starting Longitude (dd)","Ending Latitude (dd)","Ending Longitude (dd)","Stratum","Stratum INPFC Area","Stratum Min Depth (m)","Stratum Max Depth (m)","Stratum Description","Stratum Regulatory Area Name","Stratum Type","Domain","Density","Gear Performance","Satisfactory Gear Performance","Gear Performance Note","Gear Depth","Bottom Depth","Species Code","Common Name","Scientific Name","Length (mm)","Frequency","Sex","Sample Type","Length Type","akfin_load_date"
AI,2004,1210976,1218439,1219465,200401,143,68,52.0957,-172.42419,52.1021,-172.4092,622,Eastern Aleutians,101,200,"SE Eastern Aleutians",ALEUTIANS,SOUTH,,,5.8,Y,"Light footrope contact",157,164,320,Pacific sleeper shark,Somniosus pacificus,2050,1,Male,1,5,29-SEP-21
GOA,2001,1077656,1078144,1088600,200101,94,259,59.11934,-152.83,59.11988,-152.8575,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",142,149,320,Pacific sleeper shark,Somniosus pacificus,2910,1,Male,1,5,29-SEP-21
GOA,2001,1077656,1078033,1086412,200101,94,133,57.28945,-155.554,57.27953,-155.5703,220,Chirikof,201,300,"Lower Shelikof Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",267,274,320,Pacific sleeper shark,Somniosus pacificus,1730,1,Male,1,1,29-SEP-21
GOA,2003,1173315,1173536,1177823,200301,134,48,54.44532,-162.0956,54.45378,-162.0795,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",139,145,320,Pacific sleeper shark,Somniosus pacificus,1520,1,Female,1,5,29-SEP-21
GOA,2001,1077655,1077766,1080331,200101,57,132,57.88972,-154.9099,57.89661,-154.8873,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",183,189,320,Pacific sleeper shark,Somniosus pacificus,1370,1,Female,1,1,29-SEP-21
GOA,1996,881076,881768,884133,199601,100,113,56.2802,-156.1334,56.26888,-156.1455,220,Chirikof,201,300,"Lower Shelikof Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",245,245,320,Pacific sleeper shark,Somniosus pacificus,2080,1,Female,1,1,29-SEP-21
GOA,1999,978774,991306,996863,199901,94,40,54.63657,-160.3451,54.63905,-160.3674,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",114,114,320,Pacific sleeper shark,Somniosus pacificus,1830,1,Unknown,1,1,29-SEP-21
GOA,2001,1077655,1077798,1081102,200101,57,200,58.06342,-152.476,58.05619,-152.49181,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",,186,320,Pacific sleeper shark,Somniosus pacificus,2080,1,Female,1,1,29-SEP-21
GOA,2005,-610,-12656,-357100,200501,134,91,56.16303,-156.4238,56.17606,-156.42599,220,Chirikof,201,300,"Lower Shelikof Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",242,247,320,Pacific sleeper shark,Somniosus pacificus,2740,1,Female,1,5,29-SEP-21
GOA,2003,1180649,1180685,1185749,200301,143,37,54.27805,-163.42191,54.28948,-163.4106,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",81,88,320,Pacific sleeper shark,Somniosus pacificus,1780,1,Male,1,5,29-SEP-21
GOA,2005,-608,-12906,-384364,200501,143,27,54.63717,-163.07001,54.64204,-163.08949,11,Shumagin,1,100,"Davidson Bank",WESTERN GOA,SHELF,,,0,Y,"Good performance",51,58,320,Pacific sleeper shark,Somniosus pacificus,1490,1,Female,1,5,29-SEP-21
GOA,2009,-636,-5562,-131331,200901,143,132,58.13943,-154.1584,58.13013,-154.1756,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",185,192,320,Pacific sleeper shark,Somniosus pacificus,2510,1,Female,1,5,29-SEP-21
GOA,2007,-624,-3071,-61399,200701,143,141,57.52843,-154.72681,57.51749,-154.7406,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",179,185,320,Pacific sleeper shark,Somniosus pacificus,1720,1,Male,1,5,29-SEP-21
GOA,2007,-624,-3586,-69373,200701,143,162,58.66646,-152.7473,58.65455,-152.75999,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",185,192,320,Pacific sleeper shark,Somniosus pacificus,2770,1,Male,1,5,29-SEP-21
GOA,2007,-624,-3596,-69588,200701,143,173,59.32302,-153.0724,59.32353,-153.0455,32,Kodiak,1,100,"Lower Cook Inlet",CENTRAL GOA,SHELF,,,0,Y,"Good performance",52,59,320,Pacific sleeper shark,Somniosus pacificus,3430,1,Male,1,5,29-SEP-21
GOA,2003,1166835,1166941,1189930,200301,147,123,57.08456,-155.63969,57.07296,-155.6322,220,Chirikof,201,300,"Lower Shelikof Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",270,277,320,Pacific sleeper shark,Somniosus pacificus,2020,1,Female,1,5,29-SEP-21
GOA,2005,-609,-13234,-362985,200501,147,36,54.46243,-162.2345,54.46659,-162.2554,110,Shumagin,101,200,"Sanak Gully",WESTERN GOA,GULLY,,,0,Y,"Good performance",138,145,320,Pacific sleeper shark,Somniosus pacificus,1170,1,Female,1,5,29-SEP-21
GOA,2011,-667,-7780,-207652,201101,143,119,56.90962,-156.3551,56.89798,-156.34688,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",174,181,320,Pacific sleeper shark,Somniosus pacificus,2510,1,Male,1,5,29-SEP-21
GOA,2011,-667,-7787,-207779,201101,143,126,56.93398,-155.81613,56.94585,-155.80607,220,Chirikof,201,300,"Lower Shelikof Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",294,300,320,Pacific sleeper shark,Somniosus pacificus,3100,1,Male,1,5,29-SEP-21
GOA,2011,-667,-7807,-208092,201101,143,146,56.75095,-155.19033,56.73913,-155.20258,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,0,Y,"Good performance",82,89,320,Pacific sleeper shark,Somniosus pacificus,2910,1,Female,1,5,29-SEP-21
GOA,2009,-638,-5446,-130543,200901,159,29,54.83437,-163.00481,54.82773,-162.9801,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",79,85,320,Pacific sleeper shark,Somniosus pacificus,2030,1,Male,1,5,29-SEP-21
AI,2012,-677,-8638,-234486,201201,148,14,53.80283,-167.30838,53.81383,-167.29312,794,Southern Bering Sea,301,500,"Combined Southern Bering Sea",S BERING SEA,NORTH,,,-5.1,N,"Net came off bottom",328,335,320,Pacific sleeper shark,Somniosus pacificus,900,1,Male,1,5,29-SEP-21
AI,2018,-720,-17740,-529066,201801,143,7,54.39665,-165.75282,54.38886,-165.76974,793,Southern Bering Sea,201,300,"Combined Southern Bering Sea",S BERING SEA,NORTH,,,0,Y,"Good performance",231,237,320,Pacific sleeper shark,Somniosus pacificus,1210,1,Female,1,5,29-SEP-21
AI,2018,-721,-17911,-502611,201801,148,7,54.18558,-166.30616,54.17877,-166.3258,793,Southern Bering Sea,201,300,"Combined Southern Bering Sea",S BERING SEA,NORTH,,,0,Y,"Good performance",258,264,320,Pacific sleeper shark,Somniosus pacificus,1160,1,Male,1,5,29-SEP-21
GOA,2001,1077656,1078049,1089797,200101,94,152,56.35262,-154.05701,56.35409,-154.0773,22,Chirikof,1,100,"Chirikof Bank",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",77,84,320,Pacific sleeper shark,Somniosus pacificus,1730,1,Female,1,1,29-SEP-21
GOA,1999,978774,991210,996235,199901,94,59,55.55624,-159.778,55.55198,-159.7522,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",63,63,320,Pacific sleeper shark,Somniosus pacificus,2520,1,Female,1,1,29-SEP-21
GOA,2007,-625,-2719,-54860,200701,94,42,54.12291,-161.59711,54.11692,-161.61839,210,Shumagin,201,300,"Shumagin Slope",WESTERN GOA,SLOPE,,,0,Y,"Good performance",213,219,320,Pacific sleeper shark,Somniosus pacificus,1850,1,Female,1,5,29-SEP-21
GOA,2005,-608,-12887,-384010,200501,143,8,53.56962,-166.5255,53.56503,-166.5452,10,Shumagin,1,100,"Fox Islands",WESTERN GOA,SHELF,,,0,Y,"Good performance",59,67,320,Pacific sleeper shark,Somniosus pacificus,1160,1,Male,1,5,29-SEP-21
GOA,2003,1180649,1180844,1183587,200301,143,197,58.04814,-152.44659,58.04838,-152.4696,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",190,198,320,Pacific sleeper shark,Somniosus pacificus,2200,1,Female,1,5,29-SEP-21
GOA,2005,-608,-12973,-385779,200501,143,94,56.23756,-156.29919,56.22415,-156.3008,220,Chirikof,201,300,"Lower Shelikof Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",260,266,320,Pacific sleeper shark,Somniosus pacificus,2000,1,Female,1,5,29-SEP-21
GOA,2005,-608,-12989,-386149,200501,143,110,56.49537,-155.66451,56.50529,-155.6496,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",114,122,320,Pacific sleeper shark,Somniosus pacificus,1430,1,Female,1,5,29-SEP-21
GOA,2007,-624,-3041,-60697,200701,143,111,57.16486,-156.0166,57.15178,-156.013,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,1.11,Y,"Completed tow",169,175,320,Pacific sleeper shark,Somniosus pacificus,2400,1,Male,1,5,29-SEP-21
GOA,2003,1166835,1166947,1190077,200301,147,45,55.47916,-160.8904,55.48601,-160.91071,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",40,48,320,Pacific sleeper shark,Somniosus pacificus,1670,1,Male,1,5,29-SEP-21
GOA,2003,1166835,1167022,1188224,200301,147,204,58.07319,-151.42149,58.08216,-151.3998,130,Kodiak,101,200,"Albatross Gullies",CENTRAL GOA,GULLY,,,0,Y,"Good performance",119,126,320,Pacific sleeper shark,Somniosus pacificus,2000,1,Female,1,5,29-SEP-21
GOA,2015,-700,-14227,-408656,201501,176,130,56.82123,-155.82458,56.80821,-155.82772,220,Chirikof,201,300,"Lower Shelikof Gully",CENTRAL GOA,GULLY,,,0,Y,"Good performance",290,295,320,Pacific sleeper shark,Somniosus pacificus,2340,1,Male,1,5,29-SEP-21
GOA,2009,-638,-5097,-142429,200901,159,132,56.07854,-155.9915,56.09194,-155.98151,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",111,117,320,Pacific sleeper shark,Somniosus pacificus,2330,1,Female,1,5,29-SEP-21
GOA,2015,-699,-14375,-422448,201501,143,126,57.86053,-154.76835,57.85244,-154.78753,232,Kodiak,201,300,"Upper Shelikof Gully",CENTRAL GOA,GULLY,,,4.4,Y,"Large fish catch affected net performance",272,278,320,Pacific sleeper shark,Somniosus pacificus,2990,1,Female,1,5,29-SEP-21
GOA,2013,-686,-10615,-296301,201301,143,128,57.98887,-154.56726,57.99371,-154.54438,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",116,124,320,Pacific sleeper shark,Somniosus pacificus,2340,1,Female,1,5,29-SEP-21
GOA,2013,-686,-10618,-296369,201301,143,131,57.96928,-153.97922,57.95549,-153.98039,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",189,195,320,Pacific sleeper shark,Somniosus pacificus,3100,1,Male,1,5,29-SEP-21
GOA,2013,-687,-9932,-279463,201301,176,46,54.7812,-162.87624,54.79359,-162.88341,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",46,53,320,Pacific sleeper shark,Somniosus pacificus,2150,1,Female,1,5,29-SEP-21
AI,2002,1137515,1137561,1137981,200201,57,48,52.64667,-170.2083,52.64859,-170.22929,623,Eastern Aleutians,201,300,"SE Eastern Aleutians",ALEUTIANS,SOUTH,,,0,Y,"Good performance",227,233,320,Pacific sleeper shark,Somniosus pacificus,1410,1,Female,1,1,29-SEP-21
GOA,1996,881076,881901,897983,199601,100,246,58.41222,-139.2102,58.40144,-139.1967,143,Yakutat,101,200,"Fairweather Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",139,139,320,Pacific sleeper shark,Somniosus pacificus,1730,1,Female,1,1,29-SEP-21
GOA,2005,-610,-12655,-357074,200501,134,90,55.78414,-156.6787,55.7966,-156.6786,220,Chirikof,201,300,"Lower Shelikof Gully",CENTRAL GOA,GULLY,,,1.11,Y,"Completed tow",229,235,320,Pacific sleeper shark,Somniosus pacificus,3200,1,Unknown,1,5,29-SEP-21
GOA,2003,1173315,1173328,1175457,200301,134,200,57.23238,-152.8168,57.22676,-152.7957,30,Kodiak,1,100,"Albatross Shallows",CENTRAL GOA,SHELF,,,0,Y,"Good performance",125,131,320,Pacific sleeper shark,Somniosus pacificus,2110,1,Male,1,5,29-SEP-21
GOA,2005,-609,-13469,-369242,200501,147,271,60.17449,-146.5334,60.1814,-146.5143,140,Yakutat,101,200,"Middleton Shelf",EASTERN GOA,SHELF,,,0,Y,"Good performance",134,141,320,Pacific sleeper shark,Somniosus pacificus,2300,1,Female,1,5,29-SEP-21
GOA,2005,-608,-12909,-384438,200501,143,30,54.78489,-163.2691,54.78451,-163.2914,12,Shumagin,1,100,"Lower Alaska Peninsula",WESTERN GOA,SHELF,,,0,Y,"Good performance",91,98,320,Pacific sleeper shark,Somniosus pacificus,1890,1,Female,1,5,29-SEP-21
GOA,2005,-608,-12992,-386184,200501,143,113,56.59177,-155.4845,56.58192,-155.49879,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",101,108,320,Pacific sleeper shark,Somniosus pacificus,2110,1,Female,1,5,29-SEP-21
GOA,2007,-624,-3049,-60891,200701,143,119,57.8137,-154.9489,57.80324,-154.965,232,Kodiak,201,300,"Upper Shelikof Gully",CENTRAL GOA,GULLY,,,4,Y,"Caught unspecified object",303,309,320,Pacific sleeper shark,Somniosus pacificus,2550,1,Female,1,5,29-SEP-21
GOA,2007,-624,-3584,-69315,200701,143,160,58.49528,-152.9026,58.48412,-152.91701,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",210,218,320,Pacific sleeper shark,Somniosus pacificus,2120,1,Unknown,1,5,29-SEP-21
GOA,2003,1166835,1166944,1190026,200301,147,126,57.28869,-156.1687,57.28176,-156.188,20,Chirikof,1,100,"Upper Alaska Peninsula",CENTRAL GOA,SHELF,,,0,Y,"Good performance",195,202,320,Pacific sleeper shark,Somniosus pacificus,2240,1,Female,1,5,29-SEP-21
GOA,2003,1166835,1166992,1191024,200301,147,165,58.21164,-153.6442,58.19839,-153.645,132,Kodiak,101,200,"Barren Islands",CENTRAL GOA,SHELF,,,0,Y,"Good performance",178,185,320,Pacific sleeper shark,Somniosus pacificus,1580,1,Female,1,5,29-SEP-21
GOA,2003,1166835,1167038,1191966,200301,147,166,58.31605,-153.9884,58.31611,-154.0137,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",100,107,320,Pacific sleeper shark,Somniosus pacificus,2030,1,Female,1,5,29-SEP-21
GOA,2003,1166835,1167038,1191966,200301,147,166,58.31605,-153.9884,58.31611,-154.0137,121,Chirikof,101,200,"Shelikof Edge",CENTRAL GOA,SHELF,,,0,Y,"Good performance",100,107,320,Pacific sleeper shark,Somniosus pacificus,2370,1,Female,1,5,29-SEP-21
EBS_SHELF,2015,-697,-14131,-396569,201501,94,31,55.34304,-164.01952,55.32569,-164.04952,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,"Good performance",76,78,320,Pacific sleeper shark,Somniosus pacificus,1800,1,Female,1,5,03-OCT-19
EBS_SHELF,2002,1117116,1117417,1125753,200201,88,148,58.70145,-173.6432,58.67872,-173.6274,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,"Good performance",124,126,320,Pacific sleeper shark,Somniosus pacificus,1690,1,Male,1,1,03-OCT-19
EBS_SHELF,2006,-618,-11395,-317595,200601,134,143,59.32159,-173.136,59.33922,-173.1729,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,"Good performance",98,100,320,Pacific sleeper shark,Somniosus pacificus,2190,1,Female,1,1,03-OCT-19
EBS_SHELF,2010,-659,-6621,-166701,201001,162,178,57.68,-172.19693,57.65597,-172.18828,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,"Good performance",106,108,320,Pacific sleeper shark,Somniosus pacificus,1630,1,Female,1,5,03-OCT-19
EBS_SHELF,2016,-707,-15791,-449948,201601,162,186,58.66342,-176.23912,58.66638,-176.19369,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,"Good performance",139,141,320,Pacific sleeper shark,Somniosus pacificus,2000,1,Male,1,5,03-OCT-19
EBS_SHELF,2005,-612,-13778,-379226,200501,88,90,58.00779,-168.4174,57.98996,-168.4516,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,"Good performance",67,70,320,Pacific sleeper shark,Somniosus pacificus,1280,1,Unknown,1,5,03-OCT-19
EBS_SHELF,2010,-658,-6447,-163234,201001,89,89,56.66863,-167.10032,56.66992,-167.05087,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,"Good performance",94,96,320,Pacific sleeper shark,Somniosus pacificus,1500,1,Female,1,5,03-OCT-19
EBS_SHELF,2015,-698,-14414,-395692,201501,162,73,55.35557,-165.78883,55.33043,-165.78652,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,"Good performance",118,120,320,Pacific sleeper shark,Somniosus pacificus,1120,1,Unknown,1,5,03-OCT-19
EBS_SHELF,2016,-707,-15267,-435225,201601,162,31,55.99564,-163.39741,56.02213,-163.40373,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,"Good performance",86,89,320,Pacific sleeper shark,Somniosus pacificus,1210,1,Male,1,5,03-OCT-19
EBS_SHELF,2003,1159454,1159499,1164242,200301,88,166,61.34013,-175.68201,61.3161,-175.6761,90,,,,"> 100 m,  N of standard area, between 100 m and convention line",,,,,0,Y,"Good performance",96,98,320,Pacific sleeper shark,Somniosus pacificus,1900,1,Male,1,5,03-OCT-19
EBS_SHELF,2004,1195616,1195890,1205718,200401,89,105,57.01037,-168.98441,57.01023,-168.937,32,,,,"50-100m in SE section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,"Good performance",78,80,320,Pacific sleeper shark,Somniosus pacificus,1920,1,Female,1,5,03-OCT-19
EBS_SHELF,2005,-612,-13872,-382802,200501,88,184,60.32844,-174.7081,60.34334,-174.7471,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,"Good performance",100,102,320,Pacific sleeper shark,Somniosus pacificus,1850,1,Female,1,5,03-OCT-19
EBS_SHELF,2006,-618,-11416,-318361,200601,134,164,57.50746,-170.5878,57.48261,-170.57899,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,"Good performance",72,74,320,Pacific sleeper shark,Somniosus pacificus,1600,1,Female,1,1,03-OCT-19
EBS_SHELF,2010,-659,-6606,-166055,201001,162,163,58.66598,-171.68427,58.6678,-171.73182,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,"Good performance",90,92,320,Pacific sleeper shark,Somniosus pacificus,1910,1,Male,1,5,03-OCT-19
EBS_SHELF,2010,-659,-6607,-166091,201001,162,164,58.66883,-172.35597,58.66902,-172.40308,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,"Good performance",99,101,320,Pacific sleeper shark,Somniosus pacificus,1520,1,Female,1,5,03-OCT-19
EBS_SHELF,2011,-663,-7962,-212805,201101,89,125,57.8425,-170.59387,57.8232,-170.62785,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,"Good performance",76,78,320,Pacific sleeper shark,Somniosus pacificus,1690,1,Female,1,5,03-OCT-19
EBS_SHELF,2016,-707,-15488,-437561,201601,162,100,57.1517,-168.64739,57.16701,-168.60946,32,,,,"50-100m in SE section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,"Good performance",75,77,320,Pacific sleeper shark,Somniosus pacificus,860,1,Female,1,5,03-OCT-19
EBS_SHELF,2018,-722,-17647,-507080,201801,94,84,54.83021,-165.53279,54.83146,-165.48739,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,"Good performance",154,156,320,Pacific sleeper shark,Somniosus pacificus,1420,1,Female,1,5,03-OCT-19
EBS_SLOPE,2008,-629,-4563,-111193,200801,94,102,60.2491,-178.4951,60.22886,-178.5022,61,,,,"EBS slope subarea 6 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",207,214,320,Pacific sleeper shark,Somniosus pacificus,1210,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7316,-199823,201001,94,193,54.65058,-165.64245,54.63073,-165.63695,11,,,,"EBS slope subarea 1 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",318,326,320,Pacific sleeper shark,Somniosus pacificus,1220,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7322,-200099,201001,94,199,54.4418,-166.0282,54.42837,-166.05367,12,,,,"EBS slope subarea 1 depth stratum 2 400-600 meters",,,,,0,Y,"Good performance",580,587,320,Pacific sleeper shark,Somniosus pacificus,920,1,Female,1,5,03-OCT-16
EBS_SLOPE,2010,-657,-7218,-195504,201001,94,94,56.56607,-172.8118,56.55155,-172.77975,31,,,,"EBS slope subarea 3 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",220,227,320,Pacific sleeper shark,Somniosus pacificus,1060,1,Female,1,5,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1360,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1440,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1470,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1530,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1530,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1560,2,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1570,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1610,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1610,1,Female,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1820,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,2130,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1670,1,Male,1,1,03-OCT-16
EBS_SLOPE,2002,1129895,1129909,1131794,200202,57,110,58.58809,-175.07359,58.58812,-175.0302,43,,,,"EBS slope subarea 4 depth stratum 3 600-800 meters",,,,,0,Y,"Good performance",705,712,320,Pacific sleeper shark,Somniosus pacificus,1570,1,Male,1,1,03-OCT-16
EBS_SLOPE,2004,1225395,1225470,1229647,200401,134,221,54.31069,-166.61659,54.31315,-166.5773,14,,,,"EBS slope subarea 1 depth stratum 4  800-1000 meters",,,,,0,Y,"Good performance",797,803,320,Pacific sleeper shark,Somniosus pacificus,1350,1,Female,1,1,03-OCT-16
EBS_SLOPE,2004,1225395,1225603,1234381,200401,134,33,54.81168,-167.67751,54.7915,-167.6545,15,,,,"EBS slope subarea 1 depth stratum 5 1000-1200 meters",,,,,0,Y,"Good performance",1057,1064,320,Pacific sleeper shark,Somniosus pacificus,1290,1,Female,1,5,03-OCT-16
EBS_SLOPE,2012,-680,-8739,-230972,201201,94,16,56.04325,-168.3836,56.06427,-168.36945,21,,,,"EBS slope subarea 2 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",220,227,320,Pacific sleeper shark,Somniosus pacificus,1430,1,Female,1,5,03-OCT-16
EBS_SLOPE,2004,1225395,1225448,1229911,200401,134,146,58.38887,-175.571,58.37577,-175.5351,41,,,,"EBS slope subarea 4 depth stratum 1 200-400 meters",,,,,0,Y,"Good performance",283,291,320,Pacific sleeper shark,Somniosus pacificus,1600,1,Female,1,5,03-OCT-16
