"SPECIES","AREA_COMBO","SURVEY_YEAR","AREA","N_STATIONS","N_POS_CATCH","AREA_CPUE","BOOT_AREA_CPUE","BOOT_BIAS","BOOT_SD","BOOT_LCI","BOOT_UCI","AKFIN_LOAD_DATE"
"Lingcod","FMP (without Inside waters)",2007,"CAN",172,76,0.00401725054646422,0.00402782205030686,0.000010571503842631697,0.0006753328918490401,0.00292303499241949,0.00565699762559541,21-JUL-22
"Lingcod","FMP (without Inside waters)",2007,"GOA",580,89,0.00349456040871984,0.0034758605607086,-0.00001869984801123551,0.0004462116559087072,0.00275610870116408,0.00454423023967759,21-JUL-22
"Lingcod","FMP (without Inside waters)",2007,"WC",102,12,0.00152088765462766,0.00152576282063365,0.000004875166005987707,0.00044914024366924873,0.000833773102250204,0.00262089467620475,21-JUL-22
"Lingcod","FMP (without Inside waters)",2008,"CAN",170,84,0.0049947171261166,0.00501344425929546,0.00001872713317886167,0.0008231907191840337,0.00366267266043529,0.00703576018159374,21-JUL-22
"Lingcod","FMP (without Inside waters)",2008,"GOA",575,128,0.00382852627067652,0.00380615537798893,-0.0000223708926875869,0.0004820111043719151,0.00306777337782979,0.00504454255906389,21-JUL-22
"Lingcod","FMP (without Inside waters)",2008,"WC",122,18,0.00224795968426807,0.00225466077839193,0.0000067010941238588966,0.0006263315342121332,0.00129069199941507,0.00396001417812957,21-JUL-22
"Lingcod","FMP (without Inside waters)",2009,"CAN",171,91,0.00427832907481133,0.00423549439020799,-0.0000428346846033387,0.0006651168709168405,0.00324525824765151,0.00611128522268853,21-JUL-22
"Lingcod","FMP (without Inside waters)",2009,"GOA",558,106,0.00341912376748362,0.00342055569377538,0.0000014319262917638666,0.0004407655341902304,0.00267060853306872,0.00447071599120972,21-JUL-22
"Common sharks","NMFS management area",2010,"BS",128,21,0.00167351464922834,0.00165976252104331,-0.0000137521281850276,0.0004186257804442067,0.0010807604879534,0.00285026355363197,21-JUL-22
"Common sharks","NMFS management area",2010,"CAN",170,172,0.12848059691739885,0.12840032029001197,-0.00008027662738685493,0.01111595510401336,0.10850257273854837,0.1531627894364194,21-JUL-22
"Common sharks","NMFS management area",2010,"CGOA",383,256,0.05377483567234175,0.05379368899233736,0.000018853319995605633,0.00462427676858581,0.04557174472402504,0.06361050239630124,21-JUL-22
"Common sharks","NMFS management area",2010,"EGOA",186,171,0.1811116488155461,0.1818196368337203,0.0007079880181742326,0.01422539270650383,0.1557612275854461,0.2115544217004303,21-JUL-22
"Common sharks","NMFS management area",2010,"INSIDE",66,53,0.04183895107032849,0.04190261849375326,0.00006366742342477083,0.00878525252305924,0.02866389286853694,0.06561225757589227,21-JUL-22
"Common sharks","NMFS management area",2010,"WC",83,40,0.03005826361665558,0.030055509273478,-0.0000027543431775842175,0.00789736175016014,0.01776556135969068,0.05095502193649416,21-JUL-22
"Common sharks","NMFS management area",2010,"WGOA",120,27,0.00193699461517991,0.00194709340701695,0.000010098791837040866,0.0004086796751832523,0.00126773576116337,0.00293398735784507,21-JUL-22
"Common sharks","NMFS management area",2011,"AI",88,5,0.0004770475330291596,0.0004762233315411684,-0.00000082420148799124,0.00021295042487190396,0.00018913723341565543,0.0010485758859306,21-JUL-22
"Common sharks","NMFS management area",2011,"BS",128,13,0.0008478186160571455,0.0008499400932367625,0.0000021214771796170028,0.0002274248396036702,0.00045585596225628146,0.00137010458560367,21-JUL-22
"Common sharks","NMFS management area",2011,"CAN",170,168,0.1285724246966428,0.1284925313044734,-0.00007989339216937785,0.01009763575081739,0.1092005857074165,0.1485168625044232,21-JUL-22
"Common sharks","NMFS management area",2011,"CGOA",383,202,0.02752506915488729,0.02768307690275733,0.00015800774787004188,0.00280386831180737,0.02247765164683915,0.03375602653128611,21-JUL-22
"Common sharks","NMFS management area",2011,"EGOA",185,162,0.11206145668708266,0.11156870614950168,-0.000492750537580966,0.00906985486639495,0.09518415628117304,0.13033781253252463,21-JUL-22
"Common sharks","NMFS management area",2011,"INSIDE",67,54,0.02501113552688699,0.02500331997543235,-0.00000781555145464366,0.0035819867714138,0.01885846836180484,0.03339760589558105,21-JUL-22
"Common sharks","NMFS management area",2011,"WC",134,64,0.05740486128081576,0.05763709297151197,0.00023223169069620797,0.00974832384986446,0.03952215891262643,0.07759135934189554,21-JUL-22
"Common sharks","NMFS management area",2011,"WGOA",125,12,0.0008019257365675023,0.0008091520435306859,0.000007226306963183647,0.0002177990478025919,0.00040510674625483166,0.0012754472087999,21-JUL-22
"Common sharks","NMFS management area",2012,"AI",94,3,0.0004035508836350823,0.0004080414853938284,0.000004490601758746083,0.00022873050384789612,0.0001339118758190942,0.00107969408231401,21-JUL-22
"Common sharks","NMFS management area",2012,"BS",127,7,0.0009965383869152927,0.0009773048837285775,-0.00001923350318671518,0.0004064655144469601,0.0003988798827402887,0.00219593572060819,21-JUL-22
"Common sharks","NMFS management area",2012,"CAN",168,168,0.09275367636267574,0.09305779189617064,0.0003041155334949086,0.00855603250557462,0.07758493369658925,0.11144336314243598,21-JUL-22
"Common sharks","NMFS management area",2012,"CGOA",387,170,0.03070503719336957,0.03066841381461523,-0.00003662337875433644,0.0032246298205902,0.02480414548811164,0.03778300891855233,21-JUL-22
"Common sharks","NMFS management area",2012,"EGOA",188,169,0.16673649236563506,0.16634049048407074,-0.00039600188156432847,0.01215729704718755,0.14571799400206184,0.19354346039464224,21-JUL-22
"Common sharks","NMFS management area",2012,"INSIDE",67,36,0.02896768456390302,0.02898730767781219,0.000019623113909170153,0.00573152877301974,0.0191003750931271,0.04265112435298435,21-JUL-22
"Common sharks","NMFS management area",2012,"WC",94,41,0.04151701011748732,0.04173625997646865,0.0002192498589813352,0.01060300346588811,0.02520327356258358,0.06848329529748833,21-JUL-22
"Common sharks","NMFS management area",2012,"WGOA",125,11,0.00120720815410497,0.00120284779462719,-0.000004360359477774281,0.00034050097938963415,0.0006054084926100167,0.00201019544507714,21-JUL-22
"Common sharks","NMFS management area",2013,"AI",91,9,0.0008260310406977011,0.0008270889677114628,0.0000010579270137617064,0.0002534377709388895,0.00036740417821288926,0.00137797813488947,21-JUL-22
"Common sharks","NMFS management area",2013,"BS",125,7,0.0006116357397307046,0.000616318481878725,0.000004682742148020441,0.000236738552299078,0.00027127844006664714,0.00122480043155272,21-JUL-22
"Common sharks","NMFS management area",2013,"CAN",169,153,0.1049043287001102,0.10469218487759072,-0.00021214382251948105,0.00914303687576204,0.08893046703387537,0.1250524863565357,21-JUL-22
"Common sharks","NMFS management area",2013,"CGOA",381,189,0.01733587758206031,0.01733329577736878,-0.0000025818046915336568,0.00220346128603335,0.01382582690159241,0.02273010232003235,21-JUL-22
"Common sharks","NMFS management area",2013,"EGOA",185,154,0.08789374779704616,0.08802169418563856,0.00012794638859239815,0.00916254551190106,0.07145503842980351,0.10681736027023908,21-JUL-22
"Common sharks","NMFS management area",2013,"INSIDE",67,52,0.03700304152268603,0.03684108257858975,-0.00016195894409628403,0.00638518459027552,0.02584407291214811,0.05151322323513645,21-JUL-22
"Common sharks","NMFS management area",2013,"WC",118,48,0.03790719523824448,0.03778707669465663,-0.00012011854358785767,0.00821380008137717,0.02437813162473727,0.05743221163837354,21-JUL-22
"Common sharks","NMFS management area",2013,"WGOA",126,16,0.0013317043109428,0.00132733877264728,-0.000004365538295522187,0.0003656510410869552,0.000798443120347056,0.00238144077150618,21-JUL-22
"Common sharks","NMFS management area",2014,"AI",101,4,0.0003568379831504049,0.0003651216538530832,0.000008283670702678334,0.0001897586268126616,0.00007195724581840373,0.000925935955602977,21-JUL-22
"Common sharks","NMFS management area",2014,"BS",173,17,0.00100492042834974,0.00101598660541365,0.0000110661770639012,0.00024946409267851316,0.0005894500901869135,0.00158807291235619,21-JUL-22
"Common sharks","NMFS management area",2014,"CAN",168,167,0.07652062377641261,0.0766919579297212,0.00017133415330858326,0.00728782200751191,0.06315705078421925,0.09257387384203386,21-JUL-22
"Common sharks","NMFS management area",2014,"CGOA",383,191,0.02459835087943481,0.02465098250797423,0.00005263162853941239,0.0026040038572347,0.02004734430722426,0.03037412198068422,21-JUL-22
"Common sharks","NMFS management area",2014,"EGOA",182,152,0.07894170654870344,0.07885999467260703,-0.00008171187609641584,0.00747905323174849,0.06533198206005075,0.0948955356820172,21-JUL-22
"Common sharks","NMFS management area",2014,"INSIDE",69,49,0.01899976530269346,0.01904354122192147,0.00004377591922801252,0.00353172944908743,0.01343018131503384,0.02809968119742947,21-JUL-22
"Common sharks","NMFS management area",2014,"WC",170,65,0.03139375063046559,0.03135475121919438,-0.00003899941127120943,0.00576865206801884,0.02190661133836004,0.04442135129824603,21-JUL-22
"Common sharks","NMFS management area",2014,"WGOA",130,15,0.00105101086714489,0.00105522185675378,0.000004210989608895632,0.0003048556281847026,0.0006082075735629756,0.00188187417152504,21-JUL-22
"Common sharks","NMFS management area",2015,"AI",91,1,0.00023788499624791704,0.0002437316068029181,0.000005846610555001032,0.00023664217065654208,0,0.00142889522587179,21-JUL-22
"Common sharks","NMFS management area",2015,"BS",127,11,0.0007268727336360205,0.0007289162164366987,0.000002043482800678201,0.00021374762472998565,0.00036440189590042127,0.00124394902221045,21-JUL-22
"Common sharks","NMFS management area",2015,"CAN",168,166,0.05471999467607227,0.05489703140521257,0.00017703672914029522,0.0047593607080139,0.0462810028106032,0.06472061905504065,21-JUL-22
"Common sharks","NMFS management area",2015,"CGOA",385,198,0.06929075080250091,0.0694701514004791,0.00017940059797819097,0.00636540189266488,0.05696520855949765,0.08175869919754462,21-JUL-22
"Common sharks","NMFS management area",2015,"EGOA",176,138,0.06748344965302941,0.06741292898763512,-0.00007052066539428581,0.00900912980716585,0.05229167120070924,0.08800865388048155,21-JUL-22
"Common sharks","NMFS management area",2015,"INSIDE",63,54,0.01866104803243334,0.01854701004055492,-0.000114037991878424,0.0048225802942128,0.01160458938406889,0.03446089364826037,21-JUL-22
"Common sharks","NMFS management area",2015,"WC",104,62,0.04071341683422083,0.04052486818037424,-0.00018854865384659164,0.0084783795004677,0.02675644447444817,0.06221339664984059,21-JUL-22
"Common sharks","NMFS management area",2015,"WGOA",123,14,0.00110722850865255,0.00110189107113898,-0.000005337437513572253,0.000306093970633361,0.0006412428633225098,0.00186323103333683,21-JUL-22
"Common sharks","NMFS management area",2016,"AI",83,0,0,0,0,0,0,0,21-JUL-22
"Common sharks","NMFS management area",2016,"BS",207,17,0.0007566588729133423,0.0007633249572952519,0.000006666084381909561,0.00018268780581278977,0.0004431487726154525,0.00118865406152079,21-JUL-22
"Common sharks","NMFS management area",2016,"CAN",169,166,0.05614108915625777,0.05624642286747808,0.00010533371122031092,0.00682383131370745,0.04488944940926419,0.07262767588867028,21-JUL-22
"Common sharks","NMFS management area",2016,"CGOA",384,210,0.06158924532460905,0.06149523875949988,-0.00009400656510916844,0.00669019360929036,0.04926553650885712,0.07567640420036606,21-JUL-22
"Common sharks","NMFS management area",2016,"EGOA",183,142,0.1184264433442764,0.11826299372583245,-0.0001634496184439449,0.01263931317502068,0.09512377599607516,0.14580010691851075,21-JUL-22
"Common sharks","NMFS management area",2016,"INSIDE",68,34,0.02261807566613473,0.02279111410443532,0.0001730384383005941,0.00541843816598422,0.01398850917113688,0.03627963947246439,21-JUL-22
"Common sharks","NMFS management area",2016,"WC",103,35,0.03552916752735766,0.03571771987437323,0.0001885523470155706,0.00787080399570129,0.02224601821184729,0.05392659345782976,21-JUL-22
"Common sharks","NMFS management area",2016,"WGOA",126,9,0.0005990955593275165,0.0006009229621394106,0.0000018274028118941184,0.00019527294010459215,0.0002665941817352749,0.00107002878841309,21-JUL-22
"Common sharks","NMFS management area",2017,"AI",198,2,0.00015144691062867068,0.00015265097122409832,0.0000012040605954276391,0.00011310176057289033,0,0.0006324483781904214,21-JUL-22
"Common sharks","NMFS management area",2017,"BS",126,17,0.00211445099266541,0.00212372090033289,0.00000926990766747472,0.0005834904547110852,0.00119304942715914,0.00359050263452114,21-JUL-22
"Common sharks","NMFS management area",2017,"CAN",168,161,0.0871375187827243,0.08699070428863633,-0.00014681449408797398,0.0096281739090293,0.07069286719810437,0.10892922814015084,21-JUL-22
"Common sharks","NMFS management area",2017,"CGOA",389,274,0.1029007321932834,0.10303808718518909,0.0001373549919056749,0.00708325961554783,0.08891662444615381,0.11631486354336626,21-JUL-22
"Common sharks","NMFS management area",2017,"EGOA",185,154,0.1450146887698219,0.14470740215084948,-0.0003072866189724188,0.01159566277854604,0.12466564107869316,0.170685292078782,21-JUL-22
"Common sharks","NMFS management area",2017,"INSIDE",67,28,0.02652418309068718,0.02669344875370333,0.0001692656630161507,0.00684181026045042,0.01576354815204308,0.04317700176648167,21-JUL-22
"Common sharks","NMFS management area",2017,"WC",186,61,0.03241315972100136,0.03263042425862983,0.00021726453762847123,0.00593497738797917,0.02239302889864807,0.04652466088667762,21-JUL-22
"Common sharks","NMFS management area",2017,"WGOA",123,10,0.0009802398130354202,0.0009678598238970546,-0.000012379989138365586,0.0003080356554110861,0.0004906888531649548,0.00171670731123649,21-JUL-22
"Common sharks","NMFS management area",2018,"AI",95,0,0,0,0,0,0,0,21-JUL-22
"Common sharks","NMFS management area",2018,"BS",128,9,0.0005705334217304728,0.0005779896312493886,0.000007456209518915758,0.00019278486906081852,0.00026138328412380664,0.00107361609460146,21-JUL-22
"Common sharks","NMFS management area",2018,"CAN",301,301,0.1053130244794465,0.10538251833086308,0.00006949385141656605,0.00649843687617667,0.09328669075827715,0.11869303073943076,21-JUL-22
"Common sharks","NMFS management area",2018,"CGOA",380,218,0.05820912099999997,0.05831790433204591,0.00010878333204594748,0.00514735489929998,0.04909948311230817,0.06943805948519347,21-JUL-22
"Common sharks","NMFS management area",2018,"EGOA",183,153,0.09122783535857942,0.0915400395084206,0.00031220414984116374,0.01101668697776004,0.07273926083669763,0.11530365210914188,21-JUL-22
"Common sharks","NMFS management area",2018,"INSIDE",96,55,0.02079264332231513,0.02065726040871064,-0.000135382913604494,0.00507712784341999,0.0131975302502905,0.03433906785465238,21-JUL-22
"Common sharks","NMFS management area",2018,"WC",116,57,0.06373006062731276,0.06333880250822398,-0.00039125811908878594,0.01160622409470415,0.04412747782686387,0.08978322661249553,21-JUL-22
"Common sharks","NMFS management area",2018,"WGOA",123,12,0.0009328434877421412,0.000929891207526714,-0.000002952280215427327,0.0002769141491621705,0.0005243609613706741,0.00163321124278549,21-JUL-22
"Common sharks","NMFS management area",2019,"AI",94,0,0,0,0,0,0,0,21-JUL-22
"Common sharks","NMFS management area",2019,"BS",127,13,0.0007306698350548824,0.00073922961593608,0.000008559780881197592,0.00020321892999746588,0.0004105862309864193,0.00121305175159191,21-JUL-22
"Common sharks","NMFS management area",2019,"CAN",164,162,0.06212704040674337,0.0622278580381004,0.00010081763135702526,0.00489707278341404,0.05288816385467932,0.07256312475399081,21-JUL-22
"Common sharks","NMFS management area",2019,"CGOA",431,269,0.06797510475968692,0.06815038589210776,0.00017528113242083754,0.00587181847925496,0.05643805937678006,0.07982861558541177,21-JUL-22
"Common sharks","NMFS management area",2019,"EGOA",213,189,0.17631789417768756,0.17632928124912836,0.000011387071440799312,0.0122521442927548,0.15241928164506158,0.1998741159719204,21-JUL-22
"Common sharks","NMFS management area",2019,"INSIDE",75,47,0.03031607572917143,0.0304702149368362,0.00015413920766476838,0.00627233552309371,0.01990937174067728,0.04553960831309393,21-JUL-22
"Common sharks","NMFS management area",2019,"WC",104,49,0.03640606878980216,0.03625241198150148,-0.0001536568083006784,0.00914996638146078,0.02288442090338413,0.06055303006072646,21-JUL-22
"Common sharks","NMFS management area",2019,"WGOA",155,17,0.00101419023908978,0.00101811784045134,0.000003927601361550974,0.0002503787030062177,0.0005569154164600447,0.00156858044365846,21-JUL-22
"Common sharks","NMFS management area",2020,"CAN",203,167,0.06725587252983159,0.06694537819099171,-0.0003104943388398812,0.00663232290982617,0.05557071930286917,0.08226814042678912,21-JUL-22
"Common sharks","NMFS management area",2020,"CGOA",360,167,0.03628293014563048,0.03625908006793177,-0.00002385007769871439,0.0043297713656189,0.02901512280260893,0.04670598885506506,21-JUL-22
"Common sharks","NMFS management area",2020,"EGOA",220,171,0.11568471145032191,0.1153568568347287,-0.0003278546155932316,0.01109796425831193,0.09569186138925896,0.13961347655226433,21-JUL-22
"Common sharks","NMFS management area",2020,"INSIDE",89,43,0.02540330155643331,0.02539520448979781,-0.000008097066635501249,0.00602525277193563,0.01577394836593401,0.03998915463752034,21-JUL-22
"Common sharks","NMFS management area",2021,"AI",49,0,0,0,0,0,0,0,21-JUL-22
"Common sharks","NMFS management area",2021,"BS",76,1,0.00012713131917439427,0.00012997598898239096,0.000002844669807996694,0.00012079854114815484,0,0.0005370147491852967,21-JUL-22
"Common sharks","NMFS management area",2021,"CAN",229,180,0.05548656053868587,0.0554514855075444,-0.00003507503114147381,0.00440222811832964,0.04742303552592192,0.06475079603949091,21-JUL-22
"Common sharks","NMFS management area",2021,"CGOA",382,219,0.04921441808910777,0.04940190062052337,0.0001874825314155948,0.00482840013437326,0.04041547407036278,0.05945715887794975,21-JUL-22
"Common sharks","NMFS management area",2021,"EGOA",205,172,0.11743252438630689,0.1175149777771486,0.00008245339084171632,0.0106766052561629,0.09829304072895811,0.14100113474154902,21-JUL-22
"Common sharks","NMFS management area",2021,"INSIDE",94,43,0.01629779002067156,0.01617997387019049,-0.00011781615048106832,0.00363833487580808,0.01021489416768411,0.02560528228933525,21-JUL-22
"Common sharks","NMFS management area",2021,"WC",76,25,0.03437137121376134,0.0346741638254819,0.00030279261172055927,0.00884752958790123,0.01970798131970231,0.05515355858336322,21-JUL-22
"Common sharks","NMFS management area",2021,"WGOA",56,2,0.00039355307980428513,0.0003839860699962738,-0.00000956700980801132,0.00026491382202305756,0,0.00132716345399776,21-JUL-22
"Longnose skate","NMFS management area",2018,"WGOA",123,36,0.00393253303063895,0.00393893509452256,0.000006402063883613647,0.000707141059203858,0.00273399235432399,0.00557630654014137,21-JUL-22
"Longnose skate","NMFS management area",2019,"CGOA",431,221,0.00977405712717061,0.00977582427516597,0.0000017671479953552949,0.0007589353337840004,0.00839999712596271,0.01144896613906705,21-JUL-22
"Longnose skate","NMFS management area",2019,"EGOA",213,134,0.01143110780870576,0.01143145880361009,0.0000003509949043287164,0.00100219897620772,0.00965772917619046,0.01364071091215288,21-JUL-22
"Longnose skate","NMFS management area",2019,"WGOA",155,43,0.00318358487847699,0.00314559126520907,-0.00003799361326791524,0.0005154439361365861,0.00234668794314153,0.00435695068471373,21-JUL-22
"Longnose skate","NMFS management area",2020,"CGOA",360,198,0.01575987931645202,0.01577623445932611,0.00001635514287408324,0.00115709925898712,0.01358811120335307,0.01821033228650207,21-JUL-22
"Longnose skate","NMFS management area",2020,"EGOA",220,148,0.01559093907091687,0.01560319324929755,0.000012254178380679756,0.00137635666995112,0.01320470820382241,0.01866637242011815,21-JUL-22
"Longnose skate","NMFS management area",2021,"CGOA",382,233,0.01744648408108596,0.01742292765163803,-0.00002355642944793304,0.00120726901680784,0.0152857522439336,0.02024681996687405,21-JUL-22
"Longnose skate","NMFS management area",2021,"EGOA",205,155,0.02234658065615747,0.02231310054848929,-0.000033480107668182324,0.00172794310407773,0.01936823844174457,0.02614668775613819,21-JUL-22
"Longnose skate","NMFS management area",2021,"WGOA",56,9,0.00175238809166584,0.00173161944217322,-0.000020768649492626566,0.0005009655454212378,0.0009437089562431344,0.00290961436245061,21-JUL-22
"Pacific cod","FMP (with Inside waters)",1998,"BSAI",118,101,0.13527365191990998,0.13516863662334933,-0.000105015296560651,0.01260873139196371,0.11287982720636544,0.1639641691740112,21-JUL-22
"Pacific cod","FMP (with Inside waters)",1998,"CAN",130,12,0.0007859216335677462,0.0007840359405425228,-0.000001885693025223444,0.00023131050224067888,0.00043215193256315975,0.00137408583595053,21-JUL-22
"Pacific cod","FMP (with Inside waters)",1998,"GOA",772,473,0.05160696852439682,0.05157842442574563,-0.000028544098651189787,0.00289203222380395,0.04596844420615235,0.05734128692366289,21-JUL-22
"Pacific cod","FMP (with Inside waters)",1999,"BSAI",99,81,0.1172572191651738,0.1164375031880795,-0.0008197159770943208,0.01458474470069748,0.09258193472188316,0.1523874063260699,21-JUL-22
"Pacific cod","FMP (with Inside waters)",1999,"CAN",169,10,0.00040779998692530816,0.00040867523316532223,0.0000008752462400140638,0.00012915575580579593,0.0001860892769654467,0.0007448713243174434,21-JUL-22
"Pacific cod","FMP (with Inside waters)",1999,"GOA",771,425,0.03812041026803235,0.03808781193072053,-0.000032598337311812164,0.00235204919008115,0.034125645720728,0.04334356904223764,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2000,"BSAI",193,161,0.09750164137443912,0.09709775749012324,-0.00040388388431590594,0.00773920151051395,0.08286160425727407,0.1145438032121793,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2000,"CAN",129,6,0.00033318101350649426,0.0003349948455371583,0.0000018138320306640705,0.0001312290512661784,0.00011108231267262085,0.0006666629209701458,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2000,"GOA",760,437,0.046119481176629513,0.04616735369867661,0.00004787252204709741,0.00284963308532872,0.04103153927571178,0.05221669462896114,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2001,"BSAI",194,145,0.0828613026437604,0.08265345267882981,-0.00020784996493058985,0.00680613931401119,0.07033503474881797,0.09759707630574832,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2001,"CAN",170,10,0.0007709391546231371,0.0007716631886468269,0.0000007240340236898055,0.0002466437627358139,0.0003600179073067073,0.00142963980673452,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2001,"GOA",749,352,0.0372415483188236,0.03722436737605515,-0.000017180942768459107,0.00250435397718897,0.03302800904815465,0.04282820947692029,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2002,"BSAI",196,136,0.06331751881182529,0.06304113055867674,-0.0002763882531485462,0.00565223218449847,0.05316278264927905,0.07676151397692724,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2002,"CAN",171,4,0.0002930197171517372,0.0002890785627290462,-0.000003941154422690979,0.0001440119569590784,0.00011710411150912372,0.0007618684130553361,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2002,"GOA",758,387,0.05105464751381192,0.0510319119764589,-0.000022735537353019145,0.00304836418750778,0.04553572558158586,0.05708960939377711,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2003,"BSAI",196,142,0.07546360820911201,0.07548979180428564,0.00002618359517363167,0.00605154410491799,0.06453310838500181,0.08793484023578974,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2003,"CAN",170,39,0.0006488536422238303,0.0006462611461019768,-0.0000025924961218534975,0.00011868865345122554,0.0004543636539505441,0.000945577214702974,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2003,"GOA",761,412,0.04712123267418883,0.04708536324267102,-0.00003586943151780847,0.00288930178143063,0.04188776515043204,0.05330786440417524,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2004,"BSAI",191,149,0.05742487352285828,0.05735304753326649,-0.00007182598959179498,0.00479211166743978,0.04915218980352906,0.06811998496516422,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2004,"CAN",170,66,0.00249861188228761,0.0024872000283908,-0.000011411853896813734,0.0004888182909215219,0.00177049983698732,0.0038964835771102,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2004,"GOA",748,394,0.04497841586343273,0.0450770855799073,0.0000986697164745698,0.00287293835105404,0.03964418614873219,0.05086964150277584,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2005,"BSAI",188,139,0.0846893443770494,0.08475194900998252,0.00006260463293311647,0.00773035678038343,0.07017491482361497,0.10079184177668996,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2005,"CAN",168,56,0.00201656312186414,0.00201030326200531,-0.000006259859858823678,0.0003633813175508165,0.00144034482449972,0.00292263292173717,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2005,"GOA",761,403,0.04840891421356726,0.04843911074481294,0.000030196531245682556,0.0031262262891401,0.04301653570965214,0.05517200066193539,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2006,"BSAI",227,185,0.132311677926617,0.13263078249989255,0.00031910457327555264,0.00951163381508467,0.1150398984709037,0.15309094028357648,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2006,"CAN",168,39,0.00158656413189508,0.00155937359309812,-0.000027190538796960893,0.0005594352266645704,0.0009057500162855552,0.00384451072172398,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2006,"GOA",764,419,0.0474254066253889,0.04730216826872047,-0.00012323835666842864,0.00279224810345345,0.04217315207615681,0.05341583493318044,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2007,"BSAI",220,167,0.111884533346384,0.11196670355609324,0.00008217020970922861,0.00818286919325711,0.09626367457290634,0.12859879498603155,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2007,"CAN",172,23,0.0007916346665091274,0.0007922364026654346,0.0000006017361563071671,0.00026468380851321014,0.000425098574355443,0.00158361138262576,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2007,"GOA",770,428,0.05617597204455837,0.05618324320243043,0.000007271157872051903,0.00318801041945597,0.05035904606610263,0.06284744673404062,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2008,"BSAI",215,173,0.11226524498418824,0.11247450333317537,0.0002092583489871347,0.00737758681527952,0.0971148651128445,0.12651317230410697,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2008,"CAN",170,21,0.0006843722985304005,0.0006840654123064038,-0.0000003068862239966877,0.0001927157187902915,0.0004083500719485226,0.00119404764143206,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2008,"GOA",762,493,0.06519583263089618,0.06519798843668591,0.000002155805789730292,0.00336862374079524,0.05888902857838211,0.07218497671834288,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2009,"BSAI",218,178,0.08978024527306602,0.08985479746793186,0.00007455219486583731,0.00726793406829496,0.07693762899835661,0.10563622347524396,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2009,"CAN",171,48,0.0007979423274449717,0.000798996024749606,0.0000010536973046342728,0.00013998722726149584,0.000588025945682326,0.00116699870432771,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2009,"GOA",745,559,0.08973676044874285,0.08973448766905162,-0.000002272779691225857,0.00405612315689928,0.08242462890770819,0.0981151768622996,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2010,"BSAI",217,160,0.05565725901032516,0.05583789726683652,0.0001806382565113576,0.00546477023943814,0.04606137583867101,0.06812551429616867,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2010,"CAN",170,46,0.00120361786217318,0.00119986913325614,-0.0000037487289170341862,0.00025051398216197193,0.0008154790083544133,0.00186545125017132,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2010,"GOA",755,554,0.0828477993282329,0.08275243239053133,-0.00009536693770156868,0.00366059867868025,0.07611769037532386,0.0907574633759987,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2011,"BSAI",216,162,0.07338274676190522,0.07348891099061333,0.00010616422870811382,0.00575689148486563,0.06296263574946782,0.086129408514231,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2011,"CAN",170,53,0.0026277094478236,0.00261978987278069,-0.000007919575042912921,0.0006034163324658491,0.00171080957521625,0.0043178178465185,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2011,"GOA",760,553,0.09064129380462618,0.090626740931845,-0.00001455287278118167,0.00414572610642641,0.08331174619406617,0.09920341817425528,21-JUL-22
"Pacific cod","FMP (with Inside waters)",2012,"BSAI",221,144,0.06842668826739848,0.068169957874988,-0.0002567303924104758,0.00598224255533307,0.05787213250431961,0.08124360488530792,21-JUL-22
